#,Alias,Eco.,Descripción,Previsiones Iniciales,Total Modificaciones,Previsiones totales,Derechos Reconocidos Netos
,,45002,Trans ctes en cumplimiento de conv Serv Soc y Polít de Igual,2100000.0,816694.8,2916694.8,2141914.43
,,45030,Trans ctes en cumpl de conv sus con C.A en mat de Educación,1.0,,1.0,105800.0
,,45050,Tran ctes en cumpl de conv sus con C.A en mat de Em y Desarr,329550.6,477830.76,807381.36,567760.55
,,45060,Otras trans ctes en cumplimiento de conv suscritos con C.A,1.0,,1.0,5150.0
,,45100,DE OOAA DE LA COMUNIDAD AUTONOMA,1.0,,1.0,17275.0
,,45101,DE LA UNIVERSIDAD DE LA CORUÑA,200000.0,,200000.0,
,,45102,DE AGENCIAS DE LA COMUNIDAD AUTONOMA,,15000.0,15000.0,
,,45300,DE EMP. PUB. Y OT. ENTES PUB. DE  CCAA.,1.0,,1.0,
,,45390,"DE S. MERCANTILES, EPE Y OTROS OOPB DEPENDIENTES DE LAS CCAA",1.0,,1.0,
,,46100,DE LA DIPUTACION PROVINCIAL DE LA CORUÑA,1.0,291566.66,291567.66,264988.76
,,46600,DE OTRAS ENTIDADES QUE AGRUPEN MUNICIPIOS,,,,-2920.25
,,47000,TRANSFERENCIAS CORRIENTES DE EMPRESAS PRIVADAS,1.0,143108.12,143109.12,282000.0
,,48000,DE FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,1.0,43727.82,43728.82,40000.0
,,49000,DEL FONDO SOCIAL EUROPEO,1.0,,1.0,
,,49100,DEL FONDO DE DESARROLLO REGIONAL,1.0,,1.0,
,,49200,DEL FONDO DE COHESION,1.0,,1.0,
,,49400,Del Fondo Europeo Agrícola de Desarrollo Rural (FEADER).,1.0,,1.0,
,,49700,OTRAS TRANSFERENCIAS DE LA UNION EUROPEA,1.0,644.72,645.72,
,,49900,"Otras transf del exterior, excluyendo la Unión Europea.",1.0,4554.4,4555.4,
,,50400,"INT.SOC.MERCANTILES.EST.,ENT.PUB.EMPRESARIALES Y OT.ORG.PUB.",1.0,,1.0,
,,50700,INT.DE EMPRESAS PRIVADAS,25000.0,,25000.0,38800.77
,,52000,INTERESES POR DEPOSITOS EN BANCOS Y CAJAS,60000.0,,60000.0,5878.29
,,53401,DIVIDENDOS Y PARTICIPACION EN BENEFICIOS EMALCSA,4000000.0,,4000000.0,2500000.0
,,54100,INGR.DERIVADOS ALQUILER INMUEBLES URB.,640000.0,,640000.0,576628.98
,,54910,INGRESOS CAMBIO ARRENDATARIO DE LOCALES,1.0,,1.0,
,,54920,INGR.DERIVADOS CESION LOCALES NEGOCIO,1.0,,1.0,
,,55001,POR CONCESIONES DE TRANSPORTES Y ESTACIONES DE SERVICIO,1.0,,1.0,
,,55002,POR OTRAS CONCESIONES ADMINISTRATIVAS,890000.0,,890000.0,1634289.33
,,55003,CANON CONCESION HOSPITAL LABACA,532662.83,,532662.83,532662.83
,,55004,CANON CONCESION MATADERO,1.0,,1.0,
,,55005,CANON CONCESION ORA,913357.64,,913357.64,
,,59900,OTROS INGRESOS PATRIMONIALES,1.0,,1.0,4420.09
,,60000,INGRESOS POR VENTAS SOLARES DEL PATRIMONIO MPAL. DEL SUELO,1.0,,1.0,
,,60100,VENTA FINCAS RUSTICAS DEL PATRIMONIO MUNICIPAL,1.0,,1.0,
,,60200,ING.ENAJEN.PARCELAS SOBRANTES VIAS PUBL.,1.0,,1.0,
,,61901,INGRESOS POR ENAJENACION DE VIVIENDAS Y LOCALES,1.0,,1.0,
,,61902,INGRESOS POR ENAJENACION DE OTRAS INVERSIONES REALES,768000.0,,768000.0,768000.0
,,72000,TRANSFERENCIAS DE CAPITAL DE LA ADMON.GENERAL DEL ESTADO,963704.16,1180196.1,2143900.26,615581.57
,,72190,De otros Organismos Autónomos y agencias.,1.0,,1.0,
,,73001,TRANSFERENCIAS DE CAPITAL DEL IMSERSO,1.0,,1.0,
,,75002,Trans cap en cumplimiento de conv Serv Soc y Polít de Iguald,1.0,,1.0,
,,75060,Otras transf de capital en cump de conv suscritos con la C.A,1.0,24403.55,24404.55,
,,75100,DE OOAA DE LA COMUNIDAD AUTONOMA,289000.0,,289000.0,
,,76100,DE LA DIPUTACION PROVINCIAL,166682.39,1212143.87,1378826.26,22983.01
,,77000,TRANSFERENCIAS DE CAPITAL DE EMPRESAS PRIVADAS,1.0,,1.0,
,,78000,DE FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,1.0,1515923.16,1515924.16,1350378.18
,,78001,APORTACIONES  ENTIDADES BENEFICIARIAS DE  PROGRAMAS SOCIAL,1.0,,1.0,
,,79000,FONDO SOCIAL EUROPEO,1.0,,1.0,
,,79100,FONDO EUROPEO DE DESARROLLO REGIONAL,1.0,,1.0,
,,79200,FONDO DE COHESION,1.0,,1.0,
,,79700,OTRAS TRANSFERENCIAS DE LA UNION EUROPEA,1.0,,1.0,
,,83000,REINTEGRO ANTICIPOS AL PERSONAL,1.0,317359.69,317360.69,374463.08
,,83001,REINTEGRO ANTICIPOS MIEMBROS CORPORACION,1.0,,1.0,
,,87000,Para gastos generales.,1.0,7262886.33,7262887.33,
,,87010,Para gastos con financiación afectada.,1.0,12659625.14,12659626.14,
,,91100,Préstamos recibidos a l/p de entes del sector público.,,,,
,,91201,OPERACIONES DE TESORERIA,1.0,,1.0,
,,91301,CONCIERTO CREDITOS FINANC.PRESUPUESTO,9336848.75,5832002.12,15168850.87,1739688.0
#TOT.,,,,244500000.0,33586643.64,278086643.64,208270846.95
