#",,,",Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,20,130,12004,Sueldos del Grupo C2.,159193.02,,159193.02,162208.2
,,20,130,12006,Trienios.,48948.5,,48948.5,33365.85
,,20,130,12100,Complemento de destino.,144992.96,,144992.96,118034.18
,,20,130,12101,Complemento específico.,259990.64,11146.16,271136.8,366220.84
,,20,130,13000,Retribuciones básicas.,9368.72,,9368.72,6652.46
,,20,130,13002,Otras remuneraciones.,8897.42,,8897.42,11364.24
,,20,130,16000,Seguridad Social.,210270.08,,210270.08,228752.32
,,20,132,12000,Sueldos del Grupo A1.,58709.28,,58709.28,60506.53
,,20,132,12001,Sueldos del Grupo A2.,235339.04,,235339.04,208943.03
,,20,132,12003,Sueldos del Grupo C1.,3439924.32,,3439924.32,3281660.65
,,20,132,12006,Trienios.,653084.96,,653084.96,527175.39
,,20,132,12100,Complemento de destino.,1892944.62,,1892944.62,1490253.7
,,20,132,12101,Complemento específico.,4756170.3,34842.16,4791012.46,5088238.87
,,20,132,15102,GRATIFICACIONES PERS. FUNCIONARIO,356816.51,,356816.51,409530.22
,,20,132,16000,Seguridad Social.,3556327.44,23777.74,3580105.18,3782944.78
,,20,134,12001,Sueldos del Grupo A2.,12906.52,,12906.52,26383.72
,,20,134,12003,Sueldos del Grupo C1.,9884.84,,9884.84,14370.0
,,20,134,12004,Sueldos del Grupo C2.,8378.58,,8378.58,8520.42
,,20,134,12006,Trienios.,5355.3,,5355.3,5556.11
,,20,134,12100,Complemento de destino.,18586.82,,18586.82,22642.99
,,20,134,12101,Complemento específico.,48913.48,,48913.48,67295.46
,,20,134,16000,Seguridad Social.,28745.52,,28745.52,42301.88
,,20,135,12000,Sueldos del Grupo A1.,14677.32,,14677.32,15287.28
,,20,135,12003,Sueldos del Grupo C1.,79078.72,,79078.72,81801.31
,,20,135,12004,Sueldos del Grupo C2.,737315.04,,737315.04,693903.98
,,20,135,12006,Trienios.,126846.3,,126846.3,101831.38
,,20,135,12100,Complemento de destino.,496765.36,,496765.36,394657.79
,,20,135,12101,Complemento específico.,1247193.22,,1247193.22,1286379.91
,,20,135,15102,GRATIFICACIONES PERS. FUNCIONARIO,250458.0,,250458.0,242823.9
,,20,135,16000,Seguridad Social.,761189.03,25832.72,787021.75,1007391.7
,,20,151,12000,Sueldos del Grupo A1.,322901.04,,322901.04,302077.19
,,20,151,12001,Sueldos del Grupo A2.,116158.68,,116158.68,108122.13
,,20,151,12003,Sueldos del Grupo C1.,100354.66,,100354.66,97230.14
,,20,151,12004,Sueldos del Grupo C2.,201785.92,,201785.92,195334.24
,,20,151,12006,Trienios.,126936.48,,126936.48,99183.25
,,20,151,12100,Complemento de destino.,436572.22,,436572.22,340694.65
,,20,151,12101,Complemento específico.,730018.48,10513.01,740531.49,830214.29
,,20,151,13000,Retribuciones básicas.,25571.29,,25571.29,14646.88
,,20,151,13002,Otras remuneraciones.,24083.92,,24083.92,34890.71
,,20,151,16000,Seguridad Social.,544673.16,,544673.16,565993.27
,,20,152,12000,Sueldos del Grupo A1.,88063.92,,88063.92,81988.66
,,20,152,12001,Sueldos del Grupo A2.,64532.6,,64532.6,58370.53
,,20,152,12004,Sueldos del Grupo C2.,67028.64,,67028.64,65922.57
,,20,152,12006,Trienios.,29782.06,,29782.06,21802.89
,,20,152,12100,Complemento de destino.,119815.08,,119815.08,91377.77
,,20,152,12101,Complemento específico.,205278.22,,205278.22,235384.61
,,20,152,16000,Seguridad Social.,151613.24,,151613.24,147104.79
,,20,164,12000,Sueldos del Grupo A1.,14677.32,,14677.32,15150.9
,,20,164,12003,Sueldos del Grupo C1.,19769.68,,19769.68,20603.42
,,20,164,12004,Sueldos del Grupo C2.,27935.74,,27935.74,61529.65
,,20,164,12005,Sueldos del Grupo E.,122857.28,,122857.28,95962.08
,,20,164,12006,Trienios.,28013.13,,28013.13,25185.89
,,20,164,12100,Complemento de destino.,106006.88,,106006.88,89546.11
,,20,164,12101,Complemento específico.,210287.36,4385.45,214672.81,252083.61
,,20,164,16000,Seguridad Social.,148808.78,,148808.78,174248.29
,,20,165,12004,Sueldos del Grupo C2.,50271.48,,50271.48,49611.86
,,20,165,12005,Sueldos del Grupo E.,7678.58,,7678.58,7840.22
,,20,165,12006,Trienios.,18362.38,,18362.38,14541.7
,,20,165,12100,Complemento de destino.,30518.74,,30518.74,24550.73
,,20,165,12101,Complemento específico.,41308.82,,41308.82,51683.13
,,20,165,16000,Seguridad Social.,54183.48,,54183.48,60978.78
,,20,170,12000,Sueldos del Grupo A1.,44031.96,,44031.96,44039.27
,,20,170,12001,Sueldos del Grupo A2.,38719.56,,38719.56,36878.92
,,20,170,12003,Sueldos del Grupo C1.,79078.72,,79078.72,75406.99
,,20,170,12004,Sueldos del Grupo C2.,58650.06,,58650.06,57624.87
,,20,170,12005,Sueldos del Grupo E.,7678.58,,7678.58,7974.92
,,20,170,12006,Trienios.,47703.94,,47703.94,38484.33
,,20,170,12100,Complemento de destino.,142770.6,,142770.6,115465.77
,,20,170,12101,Complemento específico.,270370.02,,270370.02,291695.37
,,20,170,16000,Seguridad Social.,188890.81,,188890.81,186692.55
,,20,171,12001,Sueldos del Grupo A2.,12906.52,,12906.52,12303.65
,,20,171,12004,Sueldos del Grupo C2.,16757.16,,16757.16,15358.74
,,20,171,12006,Trienios.,8422.74,,8422.74,6319.64
,,20,171,12100,Complemento de destino.,16701.16,,16701.16,12722.21
,,20,171,12101,Complemento específico.,33130.86,,33130.86,37935.36
,,20,171,16000,Seguridad Social.,24487.32,,24487.32,25934.42
,,20,211,10701,Del personal directivo.,1.0,,1.0,
,,20,211,12700,APORTACIÓN MUNICIPAL AL PLAN DE PENSIONES,1.0,,1.0,
,,20,211,13700,APORTACIÓN MUNICIPAL AL PLAN DE PENSIONES,1.0,,1.0,
,,20,221,16007,ASISTENCIA PREVENTIVA COR,396081.24,,396081.24,396081.24
,,20,221,16008,Asistencia médico-farmacéutica.,62388.56,,62388.56,53523.02
,,20,221,16205,Seguros.,40701.09,,40701.09,37999.6
,,20,221,16501,AYUDAS SOCIALES,442170.0,,442170.0,442144.46
,,20,230,12000,Sueldos del Grupo A1.,220159.8,21252.86,241412.66,260023.62
,,20,230,12001,Sueldos del Grupo A2.,787297.72,92465.1,879762.82,904163.76
,,20,230,12003,Sueldos del Grupo C1.,59309.04,,59309.04,53630.55
,,20,230,12004,Sueldos del Grupo C2.,167571.6,16176.32,183747.92,216631.58
,,20,230,12005,Sueldos del Grupo E.,61428.64,,61428.64,54462.13
,,20,230,12006,Trienios.,225830.43,21800.27,247630.7,190939.0
,,20,230,12100,Complemento de destino.,685213.34,70755.11,755968.45,647238.63
,,20,230,12101,Complemento específico.,1330133.66,493723.69,1823857.35,1710425.48
,,20,230,16000,Seguridad Social.,940775.72,293898.17,1234673.89,1154679.37
,,20,231,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,14049.0,,14049.0,13999.92
,,20,231,2274613,REM./13 CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,,1166.66,1166.66,1166.66
,,20,241,12000,Sueldos del Grupo A1.,133376.84,2654.21,136031.05,131425.66
,,20,241,12001,Sueldos del Grupo A2.,121329.33,24916.54,146245.87,127150.78
,,20,241,12003,Sueldos del Grupo C1.,41045.62,,41045.62,30150.39
,,20,241,12004,Sueldos del Grupo C2.,43104.49,8424.66,51529.15,48598.01
,,20,241,12006,Trienios.,45627.45,468.0,46095.45,39672.67
,,20,241,12100,Complemento de destino.,185298.42,8727.85,194026.27,167831.98
,,20,241,12101,Complemento específico.,286919.55,28951.98,315871.53,300637.47
,,20,241,13101,RETRIB. PERSONAL FOMENTO EMPLEO (TEMPOR. Y DISCONTINUOS),196449.44,185111.43,381560.87,372541.74
,,20,241,16000,Seguridad Social.,265898.23,69193.52,335091.75,318740.37
,,20,320,12000,Sueldos del Grupo A1.,14677.32,,14677.32,12328.72
,,20,320,12001,Sueldos del Grupo A2.,51626.08,,51626.08,51844.8
,,20,320,12003,Sueldos del Grupo C1.,11391.1,,11391.1,10112.14
,,20,320,12004,Sueldos del Grupo C2.,33514.32,,33514.32,21916.2
,,20,320,12005,Sueldos del Grupo E.,245714.56,,245714.56,236960.75
,,20,320,12006,Trienios.,42101.97,,42101.97,32340.63
,,20,320,12100,Complemento de destino.,206259.48,-20000.0,186259.48,163539.07
,,20,320,12101,Complemento específico.,409621.4,,409621.4,442048.63
,,20,320,13000,Retribuciones básicas.,9833.78,,9833.78,8427.03
,,20,320,13002,Otras remuneraciones.,12723.9,,12723.9,14130.65
,,20,320,16000,Seguridad Social.,281120.37,,281120.37,292106.53
,,20,330,12000,Sueldos del Grupo A1.,58709.28,,58709.28,59510.98
,,20,330,12001,Sueldos del Grupo A2.,51626.08,,51626.08,51293.56
,,20,330,12003,Sueldos del Grupo C1.,39539.36,,39539.36,37308.99
,,20,330,12004,Sueldos del Grupo C2.,25135.74,,25135.74,25880.4
,,20,330,12005,Sueldos del Grupo E.,61428.64,,61428.64,56247.88
,,20,330,12006,Trienios.,49886.77,,49886.77,41532.07
,,20,330,12100,Complemento de destino.,140600.88,-10000.0,130600.88,113351.8
,,20,330,12101,Complemento específico.,281690.23,,281690.23,327751.06
,,20,330,16000,Seguridad Social.,184461.34,,184461.34,193967.34
,,20,331,12000,Sueldos del Grupo A1.,117418.56,,117418.56,106001.68
,,20,331,12001,Sueldos del Grupo A2.,103252.16,,103252.16,100076.94
,,20,331,12003,Sueldos del Grupo C1.,79078.72,,79078.72,73543.51
,,20,331,12004,Sueldos del Grupo C2.,87285.8,,87285.8,100063.66
,,20,331,12005,Sueldos del Grupo E.,30714.32,,30714.32,16025.49
,,20,331,12006,Trienios.,78871.84,,78871.84,65168.63
,,20,331,12100,Complemento de destino.,239825.04,-25000.0,214825.04,189720.15
,,20,331,12101,Complemento específico.,553342.86,,553342.86,590587.58
,,20,331,13000,Retribuciones básicas.,9325.92,,9325.92,7929.42
,,20,331,13002,Otras remuneraciones.,16545.06,,16545.06,17848.93
,,20,331,16000,Seguridad Social.,343556.48,,343556.48,345922.82
,,20,332,12000,Sueldos del Grupo A1.,29354.64,,29354.64,29911.47
,,20,332,12001,Sueldos del Grupo A2.,167784.76,,167784.76,165947.51
,,20,332,12003,Sueldos del Grupo C1.,138387.76,,138387.76,133237.0
,,20,332,12004,Sueldos del Grupo C2.,83785.8,,83785.8,78148.59
,,20,332,12006,Trienios.,71687.32,,71687.32,58649.36
,,20,332,12100,Complemento de destino.,226698.64,,226698.64,181804.19
,,20,332,12101,Complemento específico.,424998.66,,424998.66,464158.45
,,20,332,16000,Seguridad Social.,302389.85,,302389.85,310510.74
,,20,335,12000,Sueldos del Grupo A1.,14677.32,,14677.32,
,,20,335,12001,Sueldos del Grupo A2.,567886.88,,567886.88,560236.41
,,20,335,12006,Trienios.,103985.67,,103985.67,86558.28
,,20,335,12100,Complemento de destino.,266483.14,-25000.0,241483.14,214591.6
,,20,335,12101,Complemento específico.,412694.24,,412694.24,425868.04
,,20,335,16000,Seguridad Social.,388956.12,,388956.12,381339.7
,,20,336,12000,Sueldos del Grupo A1.,14677.32,,14677.32,4181.29
,,20,336,12001,Sueldos del Grupo A2.,12906.52,,12906.52,12266.44
,,20,336,12005,Sueldos del Grupo E.,23035.74,,23035.74,23078.88
,,20,336,12006,Trienios.,8650.35,,8650.35,2508.28
,,20,336,12100,Complemento de destino.,25239.62,,25239.62,15435.58
,,20,336,12101,Complemento específico.,54043.08,,54043.08,81082.16
,,20,336,16000,Seguridad Social.,38983.7,,38983.7,40733.44
,,20,340,12000,Sueldos del Grupo A1.,88063.92,,88063.92,83754.37
,,20,340,12003,Sueldos del Grupo C1.,39539.36,,39539.36,42204.77
,,20,340,12004,Sueldos del Grupo C2.,33514.32,,33514.32,34446.18
,,20,340,12005,Sueldos del Grupo E.,23035.74,,23035.74,22861.53
,,20,340,12006,Trienios.,48880.99,,48880.99,40209.82
,,20,340,12100,Complemento de destino.,110197.08,,110197.08,90728.91
,,20,340,12101,Complemento específico.,215217.94,,215217.94,249233.29
,,20,340,13000,Retribuciones básicas.,29066.89,,29066.89,24108.35
,,20,340,13002,Otras remuneraciones.,21611.52,,21611.52,24832.22
,,20,340,16000,Seguridad Social.,153539.88,,153539.88,163275.8
,,20,431,12004,Sueldos del Grupo C2.,8378.58,,8378.58,8770.02
,,20,431,12005,Sueldos del Grupo E.,69107.22,,69107.22,68511.53
,,20,431,12006,Trienios.,8683.2,,8683.2,7301.27
,,20,431,12100,Complemento de destino.,38297.0,,38297.0,32141.15
,,20,431,12101,Complemento específico.,65346.4,,65346.4,72854.4
,,20,431,13000,Retribuciones básicas.,32850.38,,32850.38,23223.74
,,20,431,13002,Otras remuneraciones.,40702.48,,40702.48,50329.13
,,20,431,16000,Seguridad Social.,76426.58,,76426.58,82078.71
,,20,440,12000,Sueldos del Grupo A1.,29354.64,,29354.64,31726.7
,,20,440,12001,Sueldos del Grupo A2.,25813.04,,25813.04,26320.04
,,20,440,12003,Sueldos del Grupo C1.,19769.68,,19769.68,20525.23
,,20,440,12004,Sueldos del Grupo C2.,95070.64,,95070.64,83109.57
,,20,440,12005,Sueldos del Grupo E.,99821.54,,99821.54,95606.24
,,20,440,12006,Trienios.,46609.8,,46609.8,39572.48
,,20,440,12100,Complemento de destino.,152623.24,-10000.0,142623.24,123467.07
,,20,440,12101,Complemento específico.,252725.2,,252725.2,295690.78
,,20,440,13000,Retribuciones básicas.,9941.54,,9941.54,2556.39
,,20,440,13002,Otras remuneraciones.,11658.92,,11658.92,4180.89
,,20,440,16000,Seguridad Social.,216713.13,,216713.13,223439.2
,,20,450,12000,Sueldos del Grupo A1.,132095.88,,132095.88,118289.09
,,20,450,12001,Sueldos del Grupo A2.,167784.76,,167784.76,168216.51
,,20,450,12003,Sueldos del Grupo C1.,128502.92,,128502.92,120078.87
,,20,450,12004,Sueldos del Grupo C2.,326764.62,,326764.62,308996.55
,,20,450,12005,Sueldos del Grupo E.,46071.48,,46071.48,46627.71
,,20,450,12006,Trienios.,155797.44,,155797.44,125304.01
,,20,450,12100,Complemento de destino.,446515.58,-55000.0,391515.58,352163.7
,,20,450,12101,Complemento específico.,767156.4,,767156.4,804729.56
,,20,450,16000,Seguridad Social.,616151.78,,616151.78,612704.3
,,20,491,22706,Estudios y trabajos técnicos.,207200.0,-116345.0,90855.0,50489.85
,,20,491,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,21367.39,21367.39,21258.49
,,20,491,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,183029.56,,183029.56,96344.68
,,20,491,2279913,REM./13 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROFES.,,34848.0,34848.0,32708.72
,,20,491,48950,CONVENIOS NOMINATIVOS,50000.0,,50000.0,
,,20,491,64102,EQUIPOS Y DESARROLLOS EN WEB,409500.0,-120000.0,289500.0,32823.55
,,20,491,6410211,REM./11 EQUIPOS Y DESARROLLOS EN WEB,,19750.0,19750.0,19750.0
,,20,491,6410213,REM./13 EQUIPOS Y DESARROLLOS EN WEB,,81820.2,81820.2,77615.45
,,20,491,64191,RECONOCIMIENTO DE CREDITO,,1838.58,1838.58,1838.58
,,20,491,7400113,REM./13 TRANSFERENCIAS DE CAPITAL A EMALCSA,,700000.0,700000.0,
,,20,493,12000,Sueldos del Grupo A1.,14677.32,,14677.32,14782.56
,,20,493,12004,Sueldos del Grupo C2.,8378.58,,8378.58,8718.9
,,20,493,12006,Trienios.,3387.21,,3387.21,2941.65
,,20,493,12100,Complemento de destino.,11407.9,,11407.9,9778.2
,,20,493,12101,Complemento específico.,15768.62,,15768.62,17398.32
,,20,493,16000,Seguridad Social.,15743.04,,15743.04,16344.79
,,20,912,10100,Retribuciones básicas.,179643.02,,179643.02,157879.28
,,20,912,10101,Otras remuneraciones.,470895.6,,470895.6,413523.28
,,20,912,11000,Retribuciones básicas.,601232.12,,601232.12,626102.9
,,20,912,11001,Retribuciones complementarias.,174908.44,,174908.44,150144.89
,,20,912,12000,Sueldos del Grupo A1.,58709.28,,58709.28,52254.75
,,20,912,12001,Sueldos del Grupo A2.,12906.52,,12906.52,8071.58
,,20,912,12003,Sueldos del Grupo C1.,49424.2,,49424.2,57402.96
,,20,912,12004,Sueldos del Grupo C2.,234600.24,,234600.24,221867.7
,,20,912,12006,Trienios.,78057.71,,78057.71,67012.56
,,20,912,12100,Complemento de destino.,243214.44,-50000.0,193214.44,189609.91
,,20,912,12101,Complemento específico.,544170.18,,544170.18,575568.23
,,20,912,16000,Seguridad Social.,646672.51,,646672.51,651198.07
,,20,912,23010,Del personal directivo.,15217.26,,15217.26,4815.09
,,20,912,23110,Del personal directivo.,13906.62,,13906.62,6803.66
,,20,920,12000,Sueldos del Grupo A1.,327901.04,,327901.04,233244.48
,,20,920,12001,Sueldos del Grupo A2.,283027.95,-5700.0,277327.95,65631.65
,,20,920,12003,Sueldos del Grupo C1.,121630.6,,121630.6,104023.03
,,20,920,12004,Sueldos del Grupo C2.,464315.17,,464315.17,346983.62
,,20,920,12005,Sueldos del Grupo E.,387768.29,,387768.29,332993.42
,,20,920,12006,Trienios.,244265.25,,244265.25,176895.93
,,20,920,12100,Complemento de destino.,884473.69,-352280.31,532193.38,525199.9
,,20,920,12101,Complemento específico.,1442762.7,,1442762.7,1293332.4
,,20,920,13000,Retribuciones básicas.,9941.54,,9941.54,
,,20,920,13002,Otras remuneraciones.,9811.9,,9811.9,
,,20,920,13101,RETRIB. PERSONAL FOMENTO EMPLEO (TEMPOR. Y DISCONTINUOS),42106.42,75766.38,117872.8,119878.28
,,20,920,15000,PRODUCTIVIDAD,1765850.59,,1765850.59,1757732.71
,,20,920,15102,GRATIFICACIONES PERS. FUNCIONARIO,75000.0,,75000.0,83500.14
,,20,920,16000,Seguridad Social.,1169052.25,26389.21,1195441.46,930989.24
,,20,920,16200,Formación y perfeccionamiento del personal.,143000.0,15789.0,158789.0,137365.3
,,20,920,16202,Transporte de personal.,29200.0,,29200.0,24661.25
,,20,920,16203,QUEBRANTO DE MONEDA,26245.0,,26245.0,23954.0
,,20,920,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,123487.91,8435.77,131923.68,127884.02
,,20,920,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",18000.0,,18000.0,12993.87
,,20,920,21391,RECONOCIMIENTO DE CREDITO,,224.27,224.27,105.69
,,20,920,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",3353.4,726.0,4079.4,5996.76
,,20,920,22000,Ordinario no inventariable.,198900.0,,198900.0,111330.01
,,20,920,2200013,REM./13 ORDINARIO NO INVENTARIABLE,,4707.17,4707.17,4707.17
,,20,920,22001,"Prensa, revistas, libros y otras publicaciones.",45000.0,,45000.0,48138.08
,,20,920,22091,RECONOCIMIENTO DE CRÉDITO,,275.48,275.48,275.48
,,20,920,22100,Energía eléctrica.,,,,27333.37
,,20,920,22102,Gas.,,,,194.75
,,20,920,22104,Vestuario.,3600.0,,3600.0,3228.88
,,20,920,22110,Productos de limpieza y aseo.,2250.0,,2250.0,104.91
,,20,920,22115,OTROS MATERIAL DE REPROGRAFÍA,20000.0,,20000.0,12465.11
,,20,920,22191,RECONOCIMIENTO DE CREDITO,,855674.38,855674.38,855674.38
,,20,920,22199,Otros suministros.,6705.0,,6705.0,7625.59
,,20,920,22200,Servicios de Telecomunicaciones.,390082.67,-70447.32,319635.35,274852.38
,,20,920,2220013,REM./13 SERVICIOS DE TELECOMUNICACIONES,,5018.51,5018.51,5018.51
,,20,920,22201,Postales.,225000.0,,225000.0,196704.94
,,20,920,22400,PRIMAS DE SEGUROS,69000.0,,69000.0,65539.85
,,20,920,22401,SEGURO DE RESPONSABILIDAD CIVIL,186062.78,,186062.78,182390.0
,,20,920,22500,Tributos estatales.,,234185.08,234185.08,234185.08
,,20,920,22603,Publicación en Diarios Oficiales.,50000.0,,50000.0,45267.55
,,20,920,22604,"Jurídicos, contenciosos.",45000.0,,45000.0,29928.16
,,20,920,22607,Oposiciones y pruebas selectivas,30000.0,,30000.0,17226.8
,,20,920,22611,GASTOS MENORES DE CONSERJERÍA,12960.0,,12960.0,4120.93
,,20,920,22614,INDEMNIZACIONES VARIAS,130000.0,,130000.0,133180.64
,,20,920,22691,RECONOCIMIENTO DE CREDITO,,4803.0,4803.0,4803.0
,,20,920,22699,Otros gastos diversos,20484.6,,20484.6,43038.85
,,20,920,22706,Estudios y trabajos técnicos.,91600.0,-30000.0,61600.0,11661.81
,,20,920,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,17900.0,17900.0,17900.0
,,20,920,22719,EDICIONES,5175.0,,5175.0,5251.7
,,20,920,22799,Otros trabajos realizados por otras empresas y profes.,163478.0,-28435.77,135042.23,87070.76
,,20,920,2279913,REM./13 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROFES.,,2513.1,2513.1,2513.05
,,20,920,23020,Del personal no directivo.,65983.32,2000.0,67983.32,16952.78
,,20,920,2302013,REM./13 Del personal no directivo.,,6037.72,6037.72,1645.12
,,20,920,23120,Del personal no directivo.,42749.02,4110.0,46859.02,21630.08
,,20,920,2312013,REM./13 DEL PERSONAL NO DIRECTIVO,,4593.69,4593.69,2863.62
,,20,920,27000,GASTOS IMPREVISTOS Y FUNCIONES NO CLASIFICADAS,100000.0,-100000.0,,
,,20,920,48903,APORTACION GASTOS SINDICALES,2637.59,,2637.59,2260.59
,,20,920,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,5280.2,,5280.2,5280.2
,,20,920,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",10000.0,10781.55,20781.55,18526.27
,,20,920,6230013,"REM./13 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,44191.44,44191.44,44191.44
,,20,920,62500,INV.NUEVA MOBILIARIO Y ENSERES,7000.0,3000.0,10000.0,7644.67
,,20,920,64000,GASTOS EN INVERSIONES DE CARACTER INMATERIAL,32000.0,-21000.0,11000.0,1297.1
,,20,920,83003,ANTICIP.PAGAS AL PERSONAL,30000.0,375675.54,405675.54,403807.93
,,20,921,12000,Sueldos del Grupo A1.,14677.32,,14677.32,14993.04
,,20,921,12001,Sueldos del Grupo A2.,64532.6,,64532.6,57865.41
,,20,921,12003,Sueldos del Grupo C1.,59309.04,,59309.04,55716.93
,,20,921,12006,Trienios.,21402.4,,21402.4,17569.04
,,20,921,12100,Complemento de destino.,85305.92,,85305.92,66742.87
,,20,921,12101,Complemento específico.,145633.74,,145633.74,161728.5
,,20,921,16000,Seguridad Social.,99329.94,,99329.94,103665.05
,,20,921,22000,Ordinario no inventariable.,500.0,,500.0,
,,20,921,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,200.0,
,,20,921,22199,Otros suministros.,200.0,,200.0,
,,20,922,22602,Publicidad y propaganda.,450000.0,,450000.0,482515.6
,,20,922,2260213,REM./13 PUBLICIDAD Y PROPAGANDA,,8100.0,8100.0,8100.0
,,20,922,22603,Publicación en Diarios Oficiales.,50000.0,,50000.0,7127.84
,,20,922,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,226134.98,,226134.98,73962.34
,,20,922,2274613,REM./13 CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,,19994.57,19994.57,13064.07
,,20,923,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,238000.0,-130000.0,108000.0,5504.7
,,20,923,2274613,REM./13 CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,,28495.5,28495.5,28495.5
,,20,924,12001,Sueldos del Grupo A2.,12906.52,,12906.52,12957.22
,,20,924,12006,Trienios.,467.94,,467.94,417.24
,,20,924,12100,Complemento de destino.,6155.8,,6155.8,5276.4
,,20,924,12101,Complemento específico.,8322.16,,8322.16,9201.56
,,20,924,16000,Seguridad Social.,8914.68,,8914.68,9193.5
,,20,924,22613,GASTOS ELECTORALES,18000.0,,18000.0,9725.24
,,20,924,48900,OTRAS TRANSF.CORRIENTES A FAMILIAS E INST.SIN FINES DE LUCRO,36000.0,,36000.0,34726.1
,,20,925,12000,Sueldos del Grupo A1.,14677.32,,14677.32,14782.56
,,20,925,12003,Sueldos del Grupo C1.,19769.68,,19769.68,19406.25
,,20,925,12004,Sueldos del Grupo C2.,25135.74,,25135.74,24831.47
,,20,925,12006,Trienios.,6420.48,,6420.48,5366.49
,,20,925,12100,Complemento de destino.,33241.88,,33241.88,28193.73
,,20,925,12101,Complemento específico.,46865.42,,46865.42,52836.52
,,20,925,16000,Seguridad Social.,41879.06,,41879.06,43630.13
,,20,925,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1000.0,,1000.0,983.11
,,20,925,22000,Ordinario no inventariable.,2000.0,,2000.0,2001.18
,,20,925,22001,"Prensa, revistas, libros y otras publicaciones.",2000.0,,2000.0,990.2
,,20,925,22199,Otros suministros.,920.0,,920.0,
,,20,925,22700,Limpieza y aseo.,14000.0,-726.0,13274.0,6500.0
,,20,925,22750,SERVICIOS DE ATENCION TELEFÓNICA,554882.07,,554882.07,549263.23
,,20,925,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",8500.0,-800.0,7700.0,1022.45
,,20,925,62500,INV.NUEVA MOBILIARIO Y ENSERES,3000.0,800.0,3800.0,3791.85
